price,area,num_of_bedroom,num_of_wc,location
3,5 tỷ,59 m²,2,2,·Nam Từ Liêm, Hà Nội
3,5 tỷ,59 m²,2,2,·Hà Đông, Hà Nội
3,5 tỷ,59 m²,2,2,·Bình Tân, Hồ Chí Minh
3,5 tỷ,59 m²,2,2,·Ngũ Hành Sơn, Đà Nẵng
3,5 tỷ,59 m²,2,2,·Hà Đông, Hà Nội
3,5 tỷ,59 m²,2,2,·Gia Lâm, Hà Nội
3,5 tỷ,59 m²,2,2,·Hà Đông, Hà Nội
3,5 tỷ,59 m²,2,2,·Quận 2, Hồ Chí Minh
3,5 tỷ,59 m²,2,2,·Tây Hồ, Hà Nội
3,5 tỷ,59 m²,2,2,·Tân Phú, Hồ Chí Minh
3,5 tỷ,59 m²,2,2,·Bình Tân, Hồ Chí Minh
3,5 tỷ,59 m²,2,2,·Bình Chánh, Hồ Chí Minh
3,5 tỷ,59 m²,2,2,·Văn Giang, Hưng Yên
3,5 tỷ,59 m²,2,2,·Quận 2, Hồ Chí Minh
3,5 tỷ,59 m²,2,2,·Văn Giang, Hưng Yên
3,5 tỷ,59 m²,2,2,·Nam Từ Liêm, Hà Nội
3,5 tỷ,59 m²,2,2,·Văn Giang, Hưng Yên
3,5 tỷ,59 m²,2,2,·Long Biên, Hà Nội
3,5 tỷ,59 m²,2,2,·Nam Từ Liêm, Hà Nội
3,5 tỷ,59 m²,2,2,·Tây Hồ, Hà Nội
2,9 tỷ,70 m²,2,2,·Hà Đông, Hà Nội
2,9 tỷ,70 m²,2,2,·Quận 9, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Hai Bà Trưng, Hà Nội
2,9 tỷ,70 m²,2,2,·Quận 2, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Quận 9, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Hà Đông, Hà Nội
2,9 tỷ,70 m²,2,2,·Hoài Đức, Hà Nội
2,9 tỷ,70 m²,2,2,·Quận 7, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Quận 2, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Quận 2, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Hoàn Kiếm, Hà Nội
2,9 tỷ,70 m²,2,2,·Bình Tân, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Bình Chánh, Hồ Chí Minh
2,9 tỷ,70 m²,2,2,·Gia Lâm, Hà Nội
2,9 tỷ,70 m²,2,2,·Cẩm Lệ, Đà Nẵng
2,9 tỷ,70 m²,2,2,·Nam Từ Liêm, Hà Nội
2,9 tỷ,70 m²,2,2,·Thanh Xuân, Hà Nội
2,9 tỷ,70 m²,2,2,·Hà Đông, Hà Nội
4,5 tỷ,90 m²,4,5,·Tân Uyên, Bình Dương
4,5 tỷ,90 m²,4,5,·Văn Giang, Hưng Yên
4,5 tỷ,90 m²,4,5,·Hoài Đức, Hà Nội
4,5 tỷ,90 m²,4,5,·Mê Linh, Hà Nội
4,5 tỷ,90 m²,4,5,·Quận 6, Hồ Chí Minh
4,5 tỷ,90 m²,4,5,·Tân Phú, Hồ Chí Minh
4,5 tỷ,90 m²,4,5,·Phan Thiết, Bình Thuận
4,5 tỷ,90 m²,4,5,·Bình Thạnh, Hồ Chí Minh
4,5 tỷ,90 m²,4,5,·Nam Từ Liêm, Hà Nội
4,5 tỷ,90 m²,4,5,·Bình Tân, Hồ Chí Minh
4,5 tỷ,90 m²,4,5,·Văn Giang, Hưng Yên
4,5 tỷ,90 m²,4,5,·Quận 3, Hồ Chí Minh
4,5 tỷ,90 m²,4,5,·Vĩnh Cửu, Đồng Nai
4,5 tỷ,90 m²,4,5,·Bảo Lâm, Lâm Đồng
4,5 tỷ,90 m²,4,5,·Nam Từ Liêm, Hà Nội
4,5 tỷ,90 m²,4,5,·Nam Từ Liêm, Hà Nội
4,5 tỷ,90 m²,4,5,·Dĩ An, Bình Dương
4,5 tỷ,90 m²,4,5,·Văn Giang, Hưng Yên
4,5 tỷ,90 m²,4,5,·Cầu Giấy, Hà Nội
4,5 tỷ,90 m²,4,5,·Nam Từ Liêm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Hạ Long, Quảng Ninh
16,5 tỷ,431,5 m²,1,5,·Nam Từ Liêm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Lạc Sơn, Hòa Bình
16,5 tỷ,431,5 m²,1,5,·Nhà Bè, Hồ Chí Minh
16,5 tỷ,431,5 m²,1,5,·Tây Hồ, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Hà Đông, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Gia Lâm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Tân Phú, Hồ Chí Minh
16,5 tỷ,431,5 m²,1,5,·Bến Lức, Long An
16,5 tỷ,431,5 m²,1,5,·Gia Lâm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Thường Tín, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Tân Uyên, Bình Dương
16,5 tỷ,431,5 m²,1,5,·Gia Lâm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Hoàng Mai, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Văn Giang, Hưng Yên
16,5 tỷ,431,5 m²,1,5,·Quận 2, Hồ Chí Minh
16,5 tỷ,431,5 m²,1,5,·Bình Thạnh, Hồ Chí Minh
16,5 tỷ,431,5 m²,1,5,·Nam Từ Liêm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Quận 2, Hồ Chí Minh
16,5 tỷ,431,5 m²,1,5,·Ngũ Hành Sơn, Đà Nẵng
16,5 tỷ,431,5 m²,1,5,·Hạ Long, Quảng Ninh
16,5 tỷ,431,5 m²,1,5,·Nam Từ Liêm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Lạc Sơn, Hòa Bình
16,5 tỷ,431,5 m²,1,5,·Nhà Bè, Hồ Chí Minh
16,5 tỷ,431,5 m²,1,5,·Tây Hồ, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Hà Đông, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Gia Lâm, Hà Nội
16,5 tỷ,431,5 m²,1,5,·Tân Phú, Hồ Chí Minh
